uid	SPScenario	Choice	DrvLic	PblcTrst	AgeGrp	Empl	Edu	Nveh	Nadlt	Nchld	Income	Car_Cost	CarRental_Cost	Bus_Cost	Plane_Cost	Train_Cost	TrH_Cost	Car_TT	CarRental_TT	Bus_TT	Plane_TT	Train_TT	TrH_TT	CarRelib	CarRentalRelib	BusRelib	PlaneRelib	TrainRelib	TrHRelib	AV_Car	AV_CarRental	AV_Bus	AV_Plane	AV_Train	AV_TrH	
135	3	5	1	1	1	1	1	0	1	0	1	1.3	1.78	0.8	1.6	1.15	1.5	7.750	7.000	10.167	5.367	14.367	12.717	0.75	0.75	0.85	0.85	0.75	0.95	1	1	1	1	1	1	
136	1	5	1	0	1	1	0	1	0	0	1	0.67	2.03	0.67	0	0	2.1	6.667	7.500	11.283	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
137	2	5	1	0	1	1	0	1	0	0	1	0.74	1.65	0.54	0	0	1.8	7.500	7.083	14.667	0.000	0.000	13.267	0.9	0.75	0.75	0	0	0.9	1	1	1	0	0	1	
138	3	5	1	0	1	1	0	1	0	0	1	0.94	1.27	0.43	0	0	1.5	7.083	6.667	18.033	0.000	0.000	12.167	0.75	0.85	0.6	0	0	0.95	1	1	1	0	0	1	
139	2	2	1	1	1	0	1	0	2	0	2	0.94	1.27	0.43	0	0	2.1	6.667	7.500	11.283	0.000	0.000	14.917	0.75	0.75	0.85	0	0	0.9	1	1	1	0	0	1	
140	3	5	1	1	1	0	1	0	2	0	2	0.74	1.65	0.67	0	0	1.5	7.500	7.083	14.667	0.000	0.000	12.167	0.85	0.9	0.75	0	0	0.95	1	1	1	0	0	1	
141	1	5	1	1	1	0	1	0	2	0	2	0.67	2.03	0.54	0	0	1.8	7.083	6.667	18.033	0.000	0.000	13.267	0.9	0.85	0.6	0	0	0.99	1	1	1	0	0	1	
142	1	5	1	1	1	0	1	2	1	0	3	1.3	1.78	1	2.5	0.74	1.5	7.750	8.500	12.167	4.850	9.117	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
143	3	5	1	1	1	0	1	2	1	0	3	1.65	2.31	0.64	2	0.92	1.75	7.000	7.000	11.167	5.100	11.750	14.283	0.9	0.75	0.85	0.9	0.75	0.9	1	1	1	1	1	1	
144	2	5	1	1	1	0	1	2	1	0	3	1.18	2.85	0.8	1.6	1.15	1.25	8.500	7.750	10.167	5.367	14.367	11.667	0.75	0.85	0.6	0.7	0.85	0.95	1	1	1	1	1	1	
145	3	5	0	1	1	0	1	1	1	0	2	1.18	0	0.8	2.5	1.15	1.25	7.750	0.000	10.167	5.367	14.367	11.667	0.9	0	0.6	0.7	0.9	0.9	1	0	1	1	1	1	
146	1	5	0	1	1	0	1	1	1	0	2	1.3	0	0.64	2	0.74	1.75	8.500	0.000	11.167	5.100	9.117	14.283	0	0	0	0	0	0	1	0	1	1	1	1	
147	2	5	0	1	1	0	1	1	1	0	2	1.65	0	1	1.6	0.92	1.5	7.000	0.000	12.167	4.850	11.750	12.717	0.85	0	0.75	0.85	0.85	0.99	1	0	1	1	1	1	
148	2	2	1	1	1	2	2	0	1	0	1	1.22	2.36	1.1	3	0	2.1	7.500	7.500	10.667	4.717	0.000	17.417	0.9	0.75	0.75	0.9	0	0.99	1	1	1	1	0	1	
149	1	2	1	1	1	2	2	0	1	0	1	0.87	1.47	1.38	2.66	0	1.5	5.500	6.500	11.167	5.167	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
150	3	2	1	1	1	2	2	0	1	0	1	0.96	1.92	0.88	2.13	0	1.8	6.500	5.500	10.167	4.933	0.000	15.467	0.85	0.85	0.85	0.85	0	0.9	1	1	1	1	0	1	
151	1	5	0	1	3	2	2	0	0	0	2	0.74	0	0.54	0	0	1.8	6.667	0.000	11.283	0.000	0.000	13.267	0	0	0	0	0	0	1	0	1	0	0	1	
152	2	5	0	1	3	2	2	0	0	0	2	0.94	0	0.43	0	0	1.5	7.500	0.000	18.033	0.000	0.000	12.167	0.85	0	0.85	0	0	0.9	1	0	1	0	0	1	
153	3	5	0	1	3	2	2	0	0	0	2	0.67	0	0.67	0	0	2.1	7.083	0.000	14.667	0.000	0.000	14.917	0.9	0	0.6	0	0	0.99	1	0	1	0	0	1	
154	2	5	1	1	2	1	1	1	1	0	1	0.96	1.47	0.88	3	0	1.8	7.500	6.500	11.167	4.717	0.000	15.467	0.85	0.9	0.85	0.85	0	0.9	1	1	1	1	0	1	
155	1	5	1	1	2	1	1	1	1	0	1	1.22	1.92	1.1	2.66	0	1.5	6.500	7.500	10.167	4.933	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
156	3	0	1	1	2	1	1	1	1	0	1	0.87	2.36	1.38	2.13	0	2.1	5.500	5.500	10.667	5.167	0.000	17.417	0.75	0.75	0.6	0.9	0	0.9	1	1	1	1	0	1	
157	3	5	1	0	2	0	1	2	2	1	3	1.22	1.47	1.38	3	0	1.8	6.500	7.500	10.667	5.167	0.000	15.467	0.75	0.9	0.85	0.9	0	0.99	1	1	1	1	0	1	
158	1	5	1	0	2	0	1	2	2	1	3	0.87	1.92	1.1	2.66	0	2.1	5.500	6.500	11.167	4.933	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
159	2	5	1	0	2	0	1	2	2	1	3	0.96	2.36	0.88	2.13	0	1.5	7.500	5.500	10.167	4.717	0.000	14.167	0.85	0.85	0.75	0.85	0	0.9	1	1	1	1	0	1	
160	1	0	1	1	0	0	0	2	1	1	2	0.74	2.03	0.67	0	0	2.1	7.500	6.667	18.033	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
161	2	0	1	1	0	0	0	2	1	1	2	0.94	1.27	0.54	0	0	1.8	7.083	7.500	11.283	0.000	0.000	13.267	0.85	0.9	0.85	0	0	0.9	1	1	1	0	0	1	
162	3	0	1	1	0	0	0	2	1	1	2	0.67	1.65	0.43	0	0	1.5	6.667	7.083	14.667	0.000	0.000	12.167	0.9	0.85	0.6	0	0	0.99	1	1	1	0	0	1	
163	1	5	1	1	1	0	2	1	1	2	3	0.67	2.03	0.43	0	0	1.8	6.667	6.667	18.033	0.000	0.000	13.267	0.9	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
164	2	5	1	1	1	0	2	1	1	2	3	0.74	1.65	0.67	0	0	1.5	7.083	7.083	11.283	0.000	0.000	12.167	0.85	0.75	0.75	0	0	0.95	1	1	1	0	0	1	
165	3	5	1	1	1	0	2	1	1	2	3	0.94	1.27	0.54	0	0	2.1	7.500	7.500	14.667	0.000	0.000	14.917	0.75	0.9	0.6	0	0	0.99	1	1	1	0	0	1	
166	2	0	1	1	0	1	1	2	2	1	3	0.87	1.47	1.1	3	0	1.5	7.500	5.500	10.667	4.717	0.000	14.167	0.85	0.85	0.6	0.9	0	0.9	1	1	1	1	0	1	
167	1	0	1	1	0	1	1	2	2	1	3	0.96	2.36	0.88	2.66	0	1.8	5.500	7.500	10.167	5.167	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
168	3	0	1	1	0	1	1	2	2	1	3	1.22	1.92	1.38	2.13	0	2.1	6.500	6.500	11.167	4.933	0.000	17.417	0.75	0.9	0.75	0.85	0	0.9	1	1	1	1	0	1	
169	1	0	0	1	2	1	1	0	0	0	1	1.3	0	0.8	2.5	0.92	1.25	7.000	0.000	10.167	5.367	11.750	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
170	3	2	0	1	2	1	1	0	0	0	1	1.65	0	1	2	0.74	1.75	7.750	0.000	11.167	5.100	9.117	14.283	0.9	0	0.85	0.9	0.75	0.95	1	0	1	1	1	1	
171	2	4	0	1	2	1	1	0	0	0	1	1.18	0	0.64	1.6	1.15	1.5	8.500	0.000	12.167	4.850	14.367	12.717	0.75	0	0.6	0.7	0.9	0.99	1	0	1	1	1	1	
172	3	3	1	1	3	2	0	1	0	0	1	0.87	2.36	1.38	3	0	2.1	6.500	7.500	10.167	5.167	0.000	17.417	0.9	0.85	0.85	0.85	0	0.99	1	1	1	1	0	1	
173	2	3	1	1	3	2	0	1	0	0	1	0.96	1.92	0.88	2.66	0	1.8	5.500	6.500	11.167	4.717	0.000	15.467	0.85	0.9	0.6	0.9	0	0.9	1	1	1	1	0	1	
174	1	3	1	1	3	2	0	1	0	0	1	1.22	1.47	1.1	2.13	0	1.5	7.500	5.500	10.667	4.933	0.000	14.167	0.75	0.75	0.75	0.7	0	0.9	1	1	1	1	0	1	
175	1	0	1	1	3	2	1	1	1	0	2	0.94	1.65	0.67	0	0	2.1	6.667	6.667	18.033	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
176	3	0	1	1	3	2	1	1	1	0	2	0.67	1.27	0.43	0	0	1.5	7.500	7.500	14.667	0.000	0.000	12.167	0.85	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
177	2	0	1	1	3	2	1	1	1	0	2	0.74	2.03	0.54	0	0	1.8	7.083	7.083	11.283	0.000	0.000	13.267	0.9	0.75	0.75	0	0	0.99	1	1	1	0	0	1	
178	2	5	1	0	1	1	2	2	1	0	3	1.22	1.47	1.38	3	0	1.5	6.500	5.500	11.167	4.717	0.000	14.167	0.85	0.75	0.85	0.9	0	0.99	1	1	1	1	0	1	
179	3	5	1	0	1	1	2	2	1	0	3	0.96	1.92	0.88	2.66	0	1.8	5.500	7.500	10.167	5.167	0.000	15.467	0.9	0.9	0.6	0.7	0	0.9	1	1	1	1	0	1	
180	1	0	1	0	1	1	2	2	1	0	3	0.87	2.36	1.1	2.13	0	2.1	7.500	6.500	10.667	4.933	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
181	1	4	0	1	3	2	0	1	1	0	1	1.18	0	0.8	2.5	0.74	1.25	7.000	0.000	10.167	4.850	9.117	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
182	2	4	0	1	3	2	0	1	1	0	1	1.65	0	0.64	2	1.15	1.75	8.500	0.000	12.167	5.100	14.367	14.283	0.85	0	0.75	0.85	0.75	0.99	1	0	1	1	1	1	
183	3	4	0	1	3	2	0	1	1	0	1	1.3	0	1	1.6	0.92	1.5	7.750	0.000	11.167	5.367	11.750	12.717	0.75	0	0.85	0.9	0.9	0.9	1	0	1	1	1	1	
184	3	0	1	1	2	2	2	1	0	0	2	0.96	2.36	1.38	3	0	1.5	6.500	7.500	11.167	4.717	0.000	14.167	0.75	0.85	0.75	0.9	0	0.99	1	1	1	1	0	1	
185	1	2	1	1	2	2	2	1	0	0	2	1.22	1.92	0.88	2.66	0	1.8	7.500	6.500	10.167	4.933	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
186	2	0	1	1	2	2	2	1	0	0	2	0.87	1.47	1.1	2.13	0	2.1	5.500	5.500	10.667	5.167	0.000	17.417	0.85	0.9	0.6	0.7	0	0.9	1	1	1	1	0	1	
187	1	5	0	1	1	0	1	0	0	0	2	0.74	0	0.67	0	0	1.5	6.667	0.000	14.667	0.000	0.000	12.167	0	0	0	0	0	0	1	0	1	0	0	1	
188	2	5	0	1	1	0	1	0	0	0	2	0.94	0	0.43	0	0	1.8	7.500	0.000	18.033	0.000	0.000	13.267	0.9	0	0.75	0	0	0.9	1	0	1	0	0	1	
189	3	0	0	1	1	0	1	0	0	0	2	0.67	0	0.54	0	0	2.1	7.083	0.000	11.283	0.000	0.000	14.917	0.85	0	0.6	0	0	0.99	1	0	1	0	0	1	
190	1	5	1	0	2	0	2	1	1	0	3	1.3	2.31	0.64	2.5	1.15	1.75	7.750	7.750	11.167	5.367	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
191	3	5	1	0	2	0	2	1	1	0	3	1.18	1.78	0.8	2	0.92	1.25	7.000	7.000	12.167	5.100	11.750	11.667	0.9	0.75	0.75	0.9	0.85	0.9	1	1	1	1	1	1	
192	2	5	1	0	2	0	2	1	1	0	3	1.65	2.85	1	1.6	0.74	1.5	8.500	8.500	10.167	4.850	9.117	12.717	0.75	0.85	0.6	0.85	0.75	0.99	1	1	1	1	1	1	
193	1	3	1	1	1	0	1	1	1	0	3	1.18	1.78	0.64	2.5	0.74	1.25	7.750	8.500	11.167	5.367	9.117	11.667	0.85	0.9	0.85	0.9	0.85	0.9	1	1	1	1	1	1	
194	2	3	1	1	1	0	1	1	1	0	3	1.3	2.85	1	2	0.92	1.75	8.500	7.000	12.167	5.100	11.750	14.283	0.75	0.75	0.75	0.85	0.75	0.95	1	1	1	1	1	1	
195	3	3	1	1	1	0	1	1	1	0	3	1.65	2.31	0.8	1.6	1.15	1.5	7.000	7.750	10.167	4.850	14.367	12.717	0.9	0.85	0.6	0.7	0.9	0.99	1	1	1	1	1	1	
196	2	5	1	1	3	1	1	1	2	0	2	0.87	2.36	1.1	3	0	1.8	6.500	5.500	10.167	5.167	0.000	15.467	0.9	0.9	0.85	0.7	0	0.9	1	1	1	1	0	1	
197	1	5	1	1	3	1	1	1	2	0	2	1.22	1.47	1.38	2.66	0	2.1	7.500	6.500	11.167	4.717	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
198	3	5	1	1	3	1	1	1	2	0	2	0.96	1.92	0.88	2.13	0	1.5	5.500	7.500	10.667	4.933	0.000	14.167	0.85	0.85	0.75	0.85	0	0.99	1	1	1	1	0	1	
199	1	5	1	0	2	0	0	0	1	0	1	0.94	1.27	0.67	0	0	1.8	7.500	7.083	14.667	0.000	0.000	13.267	0	0	0	0	0	0	1	1	1	0	0	1	
200	2	5	1	0	2	0	0	0	1	0	1	0.74	1.65	0.43	0	0	1.5	6.667	6.667	11.283	0.000	0.000	12.167	0.75	0.75	0.85	0	0	0.95	1	1	1	0	0	1	
201	3	5	1	0	2	0	0	0	1	0	1	0.67	2.03	0.54	0	0	2.1	7.083	7.500	18.033	0.000	0.000	14.917	0.9	0.9	0.6	0	0	0.99	1	1	1	0	0	1	
202	3	5	1	0	1	2	1	1	1	0	1	1.22	1.47	1.1	3	0	2.1	7.500	7.500	10.167	4.717	0.000	17.417	0.75	0.75	0.75	0.85	0	0.9	1	1	1	1	0	1	
203	1	5	1	0	1	2	1	1	1	0	1	0.87	1.92	0.88	2.66	0	1.5	5.500	6.500	10.667	5.167	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
204	2	5	1	0	1	2	1	1	1	0	1	0.96	2.36	1.38	2.13	0	1.8	6.500	5.500	11.167	4.933	0.000	15.467	0.85	0.9	0.85	0.7	0	0.99	1	1	1	1	0	1	
205	2	4	1	1	3	2	1	0	0	0	1	1.18	2.85	0.64	2.5	0.74	1.75	7.000	8.500	12.167	5.100	9.117	14.283	0.85	0.75	0.75	0.7	0.75	0.9	1	1	1	1	1	1	
206	3	5	1	1	3	2	1	0	0	0	1	1.3	2.31	0.8	2	1.15	1.25	8.500	7.000	10.167	4.850	14.367	11.667	0.75	0.9	0.85	0.85	0.85	0.95	1	1	1	1	1	1	
207	1	5	1	1	3	2	1	0	0	0	1	1.65	1.78	1	1.6	0.92	1.5	7.750	7.750	11.167	5.367	11.750	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
208	2	2	0	1	0	1	0	1	2	0	1	1.22	0	0.88	3	0	1.8	5.500	0.000	10.167	5.167	0.000	15.467	0.85	0	0.6	0.85	0	0.9	1	0	1	1	0	1	
209	1	2	0	1	0	1	0	1	2	0	1	0.87	0	1.38	2.66	0	1.5	7.500	0.000	10.667	4.933	0.000	14.167	0	0	0	0	0	0	1	0	1	1	0	1	
210	3	0	0	1	0	1	0	1	2	0	1	0.96	0	1.1	2.13	0	2.1	6.500	0.000	11.167	4.717	0.000	17.417	0.75	0	0.85	0.9	0	0.99	1	0	1	1	0	1	
211	3	5	1	0	2	2	1	2	1	0	2	1.18	1.78	0.8	2.5	0.74	1.5	8.500	7.750	12.167	4.850	9.117	12.717	0.9	0.9	0.6	0.85	0.85	0.99	1	1	1	1	1	1	
212	2	5	1	0	2	2	1	2	1	0	2	1.65	2.31	0.64	2	0.92	1.25	7.750	7.000	10.167	5.100	11.750	11.667	0.75	0.75	0.75	0.7	0.75	0.9	1	1	1	1	1	1	
213	1	2	1	0	2	2	1	2	1	0	2	1.3	2.85	1	1.6	1.15	1.75	7.000	8.500	11.167	5.367	14.367	14.283	0.85	0.85	0.85	0.9	0.9	0.95	1	1	1	1	1	1	
214	2	4	1	0	1	0	1	2	2	0	2	1.18	2.85	0.64	2.5	1.15	1.5	8.500	7.750	10.167	5.367	14.367	12.717	0.85	0.9	0.6	0.85	0.85	0.9	1	1	1	1	1	1	
215	1	5	1	0	1	0	1	2	2	0	2	1.65	1.78	1	2	0.92	1.75	7.750	7.000	11.167	5.100	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
216	3	5	1	0	1	0	1	2	2	0	2	1.3	2.31	0.8	1.6	0.74	1.25	7.000	8.500	12.167	4.850	9.117	11.667	0.75	0.75	0.75	0.7	0.75	0.99	1	1	1	1	1	1	
217	1	3	1	1	1	0	1	1	1	0	3	1.3	2.31	0.8	2.5	0.92	1.75	8.500	7.750	12.167	5.100	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
218	3	3	1	1	1	0	1	1	1	0	3	1.18	1.78	0.64	2	0.74	1.5	7.000	7.000	10.167	4.850	9.117	12.717	0.9	0.85	0.85	0.85	0.9	0.9	1	1	1	1	1	1	
219	2	3	1	1	1	0	1	1	1	0	3	1.65	2.85	1	1.6	1.15	1.25	7.750	8.500	11.167	5.367	14.367	11.667	0.75	0.75	0.75	0.7	0.85	0.95	1	1	1	1	1	1	
220	2	0	1	0	2	0	1	2	2	2	2	0.96	1.47	1.38	3	0	1.8	6.500	6.500	10.167	4.717	0.000	15.467	0.85	0.85	0.85	0.7	0	0.99	1	1	1	1	0	1	
221	1	5	1	0	2	0	1	2	2	2	2	0.87	2.36	1.1	2.66	0	1.5	5.500	7.500	10.667	5.167	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
222	3	0	1	0	2	0	1	2	2	2	2	1.22	1.92	0.88	2.13	0	2.1	7.500	5.500	11.167	4.933	0.000	17.417	0.9	0.9	0.75	0.85	0	0.9	1	1	1	1	0	1	
223	1	5	1	1	3	2	1	1	2	0	0	1.18	2.31	0.64	2.5	0.74	1.5	8.500	8.500	10.167	4.850	9.117	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
224	3	5	1	1	3	2	1	1	2	0	0	1.3	1.78	1	2	0.92	1.25	7.000	7.000	11.167	5.367	11.750	11.667	0.85	0.9	0.6	0.85	0.85	0.95	1	1	1	1	1	1	
225	2	5	1	1	3	2	1	1	2	0	0	1.65	2.85	0.8	1.6	1.15	1.75	7.750	7.750	12.167	5.100	14.367	14.283	0.75	0.85	0.75	0.7	0.9	0.99	1	1	1	1	1	1	
226	1	5	1	0	1	1	0	2	1	0	1	0.74	1.65	0.54	0	0	1.8	6.667	7.500	11.283	0.000	0.000	13.267	0	0	0	0	0	0	1	1	1	0	0	1	
227	3	5	1	0	1	1	0	2	1	0	1	0.67	1.27	0.43	0	0	2.1	7.500	6.667	18.033	0.000	0.000	14.917	0.9	0.85	0.85	0	0	0.9	1	1	1	0	0	1	
228	2	5	1	0	1	1	0	2	1	0	1	0.94	2.03	0.67	0	0	1.5	7.083	7.083	14.667	0.000	0.000	12.167	0.85	0.75	0.6	0	0	0.95	1	1	1	0	0	1	
229	1	5	0	1	2	1	1	0	1	0	2	0.87	0	0.88	3	0	1.5	6.500	0.000	10.167	5.167	0.000	14.167	0	0	0	0	0	0	1	0	1	1	0	1	
230	2	5	0	1	2	1	1	0	1	0	2	0.96	0	1.38	2.66	0	1.8	5.500	0.000	11.167	4.933	0.000	15.467	0.9	0	0.85	0.7	0	0.99	1	0	1	1	0	1	
231	3	5	0	1	2	1	1	0	1	0	2	1.22	0	1.1	2.13	0	2.1	7.500	0.000	10.667	4.717	0.000	17.417	0.85	0	0.6	0.9	0	0.9	1	0	1	1	0	1	
232	3	0	1	0	2	0	1	2	1	0	3	0.96	2.36	1.38	3	0	1.5	5.500	7.500	11.167	4.717	0.000	14.167	0.85	0.9	0.85	0.9	0	0.9	1	1	1	1	0	1	
233	1	0	1	0	2	0	1	2	1	0	3	1.22	1.47	1.1	2.66	0	1.8	7.500	5.500	10.667	4.933	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
234	2	0	1	0	2	0	1	2	1	0	3	0.87	1.92	0.88	2.13	0	2.1	6.500	6.500	10.167	5.167	0.000	17.417	0.9	0.75	0.6	0.85	0	0.99	1	1	1	1	0	1	
235	1	5	0	1	1	0	0	0	0	0	2	0.94	0	0.67	0	0	1.5	6.667	0.000	14.667	0.000	0.000	12.167	0.75	0	0.85	0	0	0.9	1	0	1	0	0	1	
236	2	5	0	1	1	0	0	0	0	0	2	0.74	0	0.54	0	0	1.8	7.500	0.000	11.283	0.000	0.000	13.267	0.9	0	0.75	0	0	0.95	1	0	1	0	0	1	
237	3	5	0	1	1	0	0	0	0	0	2	0.67	0	0.43	0	0	2.1	7.083	0.000	18.033	0.000	0.000	14.917	0.85	0	0.6	0	0	0.99	1	0	1	0	0	1	
238	1	5	1	1	3	2	1	1	2	0	2	0.87	1.47	0.88	3	0	2.1	5.500	5.500	10.667	4.717	0.000	17.417	0.75	0.9	0.75	0.85	0	0.99	1	1	1	1	0	1	
239	2	5	1	1	3	2	1	1	2	0	2	1.22	2.36	1.1	2.66	0	1.5	7.500	6.500	11.167	4.933	0.000	14.167	0.85	0.75	0.6	0.7	0	0.9	1	1	1	1	0	1	
240	3	5	1	1	3	2	1	1	2	0	2	0.96	1.92	1.38	2.13	0	1.8	6.500	7.500	10.167	5.167	0.000	15.467	0.9	0.85	0.85	0.9	0	0.9	1	1	1	1	0	1	
241	1	5	1	1	2	2	0	0	0	0	1	1.65	2.31	1	2.5	0.92	1.75	7.000	7.000	11.167	5.100	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
242	2	5	1	1	2	2	0	0	0	0	1	1.18	1.78	0.64	2	1.15	1.5	8.500	8.500	10.167	4.850	14.367	12.717	0.9	0.9	0.85	0.7	0.85	0.99	1	1	1	1	1	1	
243	3	5	1	1	2	2	0	0	0	0	1	1.3	2.85	0.8	1.6	0.74	1.25	7.750	7.750	12.167	5.367	9.117	11.667	0.85	0.75	0.75	0.9	0.75	0.95	1	1	1	1	1	1	
244	3	0	1	1	2	0	1	1	1	0	3	0.87	1.47	0.88	3	0	1.8	6.500	5.500	10.667	4.933	0.000	15.467	0.9	0.9	0.75	0.7	0	0.9	1	1	1	1	0	1	
245	2	0	1	1	2	0	1	1	1	0	3	1.22	1.92	1.1	2.66	0	1.5	5.500	7.500	10.167	4.717	0.000	14.167	0.85	0.85	0.6	0.85	0	0.99	1	1	1	1	0	1	
246	1	0	1	1	2	0	1	1	1	0	3	0.96	2.36	1.38	2.13	0	2.1	7.500	6.500	11.167	5.167	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
247	2	5	1	1	3	2	1	2	2	0	3	1.22	1.92	1.1	3	0	1.5	7.500	6.500	11.167	4.933	0.000	14.167	0.75	0.75	0.75	0.85	0	0.99	1	1	1	1	0	1	
248	1	5	1	1	3	2	1	2	2	0	3	0.87	1.47	0.88	2.66	0	1.8	6.500	5.500	10.667	4.717	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
249	3	5	1	1	3	2	1	2	2	0	3	0.96	2.36	1.38	2.13	0	2.1	5.500	7.500	10.167	5.167	0.000	17.417	0.85	0.9	0.6	0.7	0	0.9	1	1	1	1	0	1	
250	2	5	0	1	1	2	1	0	2	0	2	1.3	0	1	2.5	0.92	1.5	7.750	0.000	10.167	5.367	11.750	12.717	0.75	0	0.85	0.85	0.75	0.95	1	0	1	1	1	1	
251	3	5	0	1	1	2	1	0	2	0	2	1.65	0	0.64	2	1.15	1.75	8.500	0.000	12.167	4.850	14.367	14.283	0.85	0	0.6	0.9	0.9	0.9	1	0	1	1	1	1	
252	1	5	0	1	1	2	1	0	2	0	2	1.18	0	0.8	1.6	0.74	1.25	7.000	0.000	11.167	5.100	9.117	11.667	0.9	0	0.75	0.7	0.85	0.99	1	0	1	1	1	1	
253	2	0	1	0	1	0	2	1	0	0	2	0.87	2.36	1.38	3	0	2.1	5.500	6.500	10.667	5.167	0.000	17.417	0.9	0.9	0.85	0.9	0	0.9	1	1	1	1	0	1	
254	3	5	1	0	1	0	2	1	0	0	2	0.96	1.47	0.88	2.66	0	1.5	7.500	7.500	11.167	4.933	0.000	14.167	0.75	0.75	0.6	0.85	0	0.9	1	1	1	1	0	1	
255	1	5	1	0	1	0	2	1	0	0	2	1.22	1.92	1.1	2.13	0	1.8	6.500	5.500	10.167	4.717	0.000	15.467	0.85	0.85	0.75	0.7	0	0.99	1	1	1	1	0	1	
256	1	5	1	1	3	0	1	1	0	0	2	1.3	2.31	1	2.5	0.74	1.25	7.000	7.000	11.167	5.100	9.117	11.667	0.75	0.75	0.75	0.7	0.85	0.95	1	1	1	1	1	1	
257	3	5	1	1	3	0	1	1	0	0	2	1.65	1.78	0.8	2	1.15	1.75	8.500	8.500	10.167	4.850	14.367	14.283	0.9	0.85	0.85	0.85	0.9	0.9	1	1	1	1	1	1	
258	2	5	1	1	3	0	1	1	0	0	2	1.18	2.85	0.64	1.6	0.92	1.5	7.750	7.750	12.167	5.367	11.750	12.717	0.85	0.9	0.6	0.9	0.75	0.99	1	1	1	1	1	1	
259	3	5	1	0	1	0	1	1	0	0	2	1.65	2.85	0.64	2.5	0.74	1.25	8.500	7.750	12.167	4.850	9.117	11.667	0.85	0.9	0.6	0.9	0.75	0.9	1	1	1	1	1	1	
260	2	5	1	0	1	0	1	1	0	0	2	1.18	2.31	0.8	2	0.92	1.75	7.000	7.000	11.167	5.100	11.750	14.283	0.75	0.75	0.85	0.7	0.9	0.95	1	1	1	1	1	1	
261	1	5	1	0	1	0	1	1	0	0	2	1.3	1.78	1	1.6	1.15	1.5	7.750	8.500	10.167	5.367	14.367	12.717	0.9	0.85	0.75	0.85	0.85	0.99	1	1	1	1	1	1	
262	1	4	1	1	2	0	2	2	2	1	3	1.3	2.31	0.8	2.5	0.74	1.25	8.500	8.500	12.167	4.850	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
263	3	4	1	1	2	0	2	2	2	1	3	1.18	2.85	1	2	1.15	1.75	7.000	7.750	11.167	5.100	14.367	14.283	0.75	0.85	0.6	0.9	0.85	0.95	1	1	1	1	1	1	
264	2	4	1	1	2	0	2	2	2	1	3	1.65	1.78	0.64	1.6	0.92	1.5	7.750	7.000	10.167	5.367	11.750	12.717	0.9	0.9	0.75	0.7	0.75	0.9	1	1	1	1	1	1	
265	1	5	1	1	1	1	1	0	2	0	2	1.65	2.31	1	2.5	0.92	1.5	7.750	7.000	12.167	5.100	11.750	12.717	0.85	0.75	0.6	0.9	0.9	0.99	1	1	1	1	1	1	
266	3	5	1	1	1	1	1	0	2	0	2	1.18	2.85	0.64	2	1.15	1.25	7.000	8.500	11.167	4.850	14.367	11.667	0.9	0.9	0.75	0.7	0.85	0.95	1	1	1	1	1	1	
267	2	5	1	1	1	1	1	0	2	0	2	1.3	1.78	0.8	1.6	0.74	1.75	8.500	7.750	10.167	5.367	9.117	14.283	0.75	0.85	0.85	0.85	0.75	0.9	1	1	1	1	1	1	
268	2	5	1	1	1	1	1	0	1	0	1	0.96	1.47	1.1	3	0	1.5	7.500	6.500	10.167	5.167	0.000	14.167	0.9	0.9	0.6	0.85	0	0.9	1	1	1	1	0	1	
269	3	3	1	1	1	1	1	0	1	0	1	0.87	1.92	0.88	2.66	0	2.1	5.500	5.500	11.167	4.933	0.000	17.417	0.75	0.75	0.75	0.9	0	0.99	1	1	1	1	0	1	
